Hteam,Ateam,1,N,2,Result,TeamH,TeamA
Everton,Bournemouth,1.73,3.6,5.5,H,12.0,6.0
Everton,Bournemouth,1.7,4.0,5.4,H,12.0,6.0
Everton,Bournemouth,1.79,4.0,5.55,H,12.0,6.0
Everton,Bournemouth,1.71,3.86,5.07,H,12.0,6.0
Hull,Liverpool,8.0,4.75,1.45,H,15.0,17.0
Hull,Liverpool,8.0,4.5,1.44,H,15.0,17.0
Hull,Liverpool,8.0,4.75,1.45,H,15.0,17.0
Hull,Liverpool,8.0,4.76,1.55,H,15.0,17.0
Hull,Liverpool,7.42,4.47,1.47,H,15.0,17.0
Southampton,West Ham,1.85,3.75,4.5,A,26.0,33.0
Southampton,West Ham,1.83,3.6,4.5,A,26.0,33.0
Southampton,West Ham,1.87,3.6,4.75,A,26.0,33.0
Southampton,West Ham,1.92,3.75,4.84,A,26.0,33.0
Southampton,West Ham,1.84,3.59,4.58,A,26.0,33.0
Tottenham,Middlesbrough,1.29,6.0,13.0,H,30.0,20.0
Tottenham,Middlesbrough,1.29,5.5,13.0,H,30.0,20.0
Tottenham,Middlesbrough,1.29,6.0,13.0,H,30.0,20.0
Tottenham,Middlesbrough,1.3,6.14,14.5,H,30.0,20.0
Tottenham,Middlesbrough,1.27,5.76,12.9,H,30.0,20.0
Watford,Burnley,2.15,3.3,3.9,H,31.0,8.0
Watford,Burnley,2.15,3.2,3.8,H,31.0,8.0
Watford,Burnley,2.15,3.25,4.0,H,31.0,8.0
Watford,Burnley,2.18,3.4,4.1,H,31.0,8.0
Watford,Burnley,2.12,3.26,3.83,H,31.0,8.0
West Brom,Stoke,2.3,3.25,3.5,H,32.0,27.0
West Brom,Stoke,2.38,3.1,3.4,H,32.0,27.0
West Brom,Stoke,2.3,3.3,3.5,H,32.0,27.0
West Brom,Stoke,2.41,3.3,3.6,H,32.0,27.0
West Brom,Stoke,2.31,3.22,3.39,H,32.0,27.0
Leicester,Man United,5.75,4.0,1.65,A,16.0,19.0
Leicester,Man United,5.5,3.75,1.7,A,16.0,19.0
Leicester,Man United,5.4,3.9,1.7,A,16.0,19.0
Leicester,Man United,5.95,4.0,1.74,A,16.0,19.0
Leicester,Man United,5.58,3.8,1.68,A,16.0,19.0
Man City,Swansea,1.22,7.0,15.0,H,18.0,29.0
Man City,Swansea,1.22,7.0,13.0,H,18.0,29.0
Man City,Swansea,1.22,7.5,13.0,H,18.0,29.0
Man City,Swansea,1.25,7.55,15.0,H,18.0,29.0
Man City,Swansea,1.22,6.9,13.58,H,18.0,29.0
Arsenal,Hull,1.29,6.0,13.0,H,0.0,15.0
Arsenal,Hull,1.3,5.5,11.0,H,0.0,15.0
Arsenal,Hull,1.29,6.0,12.0,H,0.0,15.0
Arsenal,Hull,1.31,6.35,13.0,H,0.0,15.0
Arsenal,Hull,1.28,5.92,11.24,H,0.0,15.0
Liverpool,Tottenham,2.3,3.4,3.4,H,17.0,30.0
Liverpool,Tottenham,2.3,3.2,3.4,H,17.0,30.0
Liverpool,Tottenham,2.25,3.4,3.5,H,17.0,30.0
Liverpool,Tottenham,2.35,3.45,3.61,H,17.0,30.0
Liverpool,Tottenham,2.24,3.34,3.41,H,17.0,30.0
Man United,Watford,1.25,6.5,14.0,H,19.0,31.0
Man United,Watford,1.25,6.0,13.0,H,19.0,31.0
Man United,Watford,1.25,6.5,15.0,H,19.0,31.0
Man United,Watford,1.27,6.74,15.0,H,19.0,31.0
Man United,Watford,1.25,6.19,12.92,H,19.0,31.0
Middlesbrough,Everton,3.9,3.3,2.15,D,20.0,12.0
Middlesbrough,Everton,3.6,3.2,2.2,D,20.0,12.0
Middlesbrough,Everton,3.75,3.3,2.2,D,20.0,12.0
Middlesbrough,Everton,3.9,3.37,2.22,D,20.0,12.0
Middlesbrough,Everton,3.7,3.28,2.15,D,20.0,12.0
Stoke,Crystal Palace,2.15,3.3,3.9,H,27.0,11.0
Stoke,Crystal Palace,2.1,3.3,3.8,H,27.0,11.0
Stoke,Crystal Palace,2.1,3.4,3.9,H,27.0,11.0
Stoke,Crystal Palace,2.19,3.42,3.95,H,27.0,11.0
Stoke,Crystal Palace,2.1,3.36,3.73,H,27.0,11.0
Sunderland,Southampton,3.9,3.4,2.1,A,28.0,26.0
Sunderland,Southampton,3.8,3.3,2.1,A,28.0,26.0
Sunderland,Southampton,3.8,3.5,2.1,A,28.0,26.0
Sunderland,Southampton,3.95,3.54,2.2,A,28.0,26.0
Sunderland,Southampton,3.76,3.43,2.06,A,28.0,26.0
West Ham,West Brom,2.25,3.3,3.6,D,33.0,32.0
West Ham,West Brom,2.25,3.2,3.6,D,33.0,32.0
West Ham,West Brom,2.25,3.4,3.5,D,33.0,32.0
West Ham,West Brom,2.33,3.4,3.75,D,33.0,32.0
West Ham,West Brom,2.22,3.26,3.52,D,33.0,32.0
Burnley,Chelsea,9.0,5.0,1.4,D,8.0,10.0
Burnley,Chelsea,8.0,4.5,1.44,D,8.0,10.0
Burnley,Chelsea,9.0,4.75,1.4,D,8.0,10.0
Burnley,Chelsea,9.11,5.0,1.46,D,8.0,10.0
Burnley,Chelsea,8.28,4.61,1.42,D,8.0,10.0
Swansea,Leicester,2.4,3.3,3.25,H,29.0,16.0
Swansea,Leicester,2.5,3.2,3.1,H,29.0,16.0
Swansea,Leicester,2.38,3.3,3.25,H,29.0,16.0
Swansea,Leicester,2.52,3.32,3.25,H,29.0,16.0
Swansea,Leicester,2.41,3.26,3.13,H,29.0,16.0
Bournemouth,Man City,7.5,5.0,1.44,A,6.0,18.0
Bournemouth,Man City,7.0,4.8,1.44,A,6.0,18.0
Bournemouth,Man City,7.5,4.8,1.44,A,6.0,18.0
Bournemouth,Man City,7.53,5.05,1.5,A,6.0,18.0
Bournemouth,Man City,6.91,4.76,1.45,A,6.0,18.0
Chelsea,Swansea,1.25,6.5,15.0,H,10.0,29.0
Chelsea,Swansea,1.25,6.0,13.0,H,10.0,29.0
Chelsea,Swansea,1.25,6.5,13.0,H,10.0,29.0
Chelsea,Swansea,1.28,6.74,15.0,H,10.0,29.0
Chelsea,Swansea,1.25,6.18,12.92,H,10.0,29.0
Crystal Palace,Middlesbrough,2.1,3.2,4.2,H,11.0,20.0
Crystal Palace,Middlesbrough,2.15,3.1,4.0,H,11.0,20.0
Crystal Palace,Middlesbrough,2.1,3.2,4.0,H,11.0,20.0
Crystal Palace,Middlesbrough,2.16,3.4,4.37,H,11.0,20.0
Crystal Palace,Middlesbrough,2.1,3.12,4.08,H,11.0,20.0
Everton,Sunderland,1.4,5.25,8.5,H,12.0,28.0
Everton,Sunderland,1.4,4.8,8.5,H,12.0,28.0
Everton,Sunderland,1.4,5.25,8.5,H,12.0,28.0
Everton,Sunderland,1.45,5.25,8.92,H,12.0,28.0
Everton,Sunderland,1.4,4.97,7.87,H,12.0,28.0
Hull,Burnley,2.15,3.3,3.9,D,15.0,8.0
Hull,Burnley,2.2,3.1,3.8,D,15.0,8.0
Hull,Burnley,2.15,3.3,3.9,D,15.0,8.0
Hull,Burnley,2.25,3.35,3.92,D,15.0,8.0
Hull,Burnley,2.16,3.22,3.74,D,15.0,8.0
Watford,West Ham,2.63,3.3,2.9,D,31.0,33.0
Watford,West Ham,2.62,3.2,2.9,D,31.0,33.0
Watford,West Ham,2.63,3.3,2.9,D,31.0,33.0
Watford,West Ham,2.68,3.32,3.0,D,31.0,33.0
Watford,West Ham,2.57,3.22,2.91,D,31.0,33.0
West Brom,Bournemouth,2.1,3.4,4.0,H,32.0,6.0
West Brom,Bournemouth,2.1,3.3,3.8,H,32.0,6.0
West Brom,Bournemouth,2.05,3.5,4.0,H,32.0,6.0
West Brom,Bournemouth,2.11,3.5,4.1,H,32.0,6.0
West Brom,Bournemouth,2.07,3.39,3.81,H,32.0,6.0
Tottenham,Stoke,1.44,5.0,7.5,H,30.0,27.0
Tottenham,Stoke,1.44,4.5,8.0,H,30.0,27.0
Tottenham,Stoke,1.44,4.8,8.0,H,30.0,27.0
Tottenham,Stoke,1.45,5.1,9.0,H,30.0,27.0
Tottenham,Stoke,1.42,4.79,7.82,H,30.0,27.0
Leicester,Liverpool,5.5,4.2,1.65,H,16.0,17.0
Leicester,Liverpool,5.5,3.8,1.67,H,16.0,17.0
Leicester,Liverpool,6.0,4.2,1.6,H,16.0,17.0
Leicester,Liverpool,6.0,4.27,1.7,H,16.0,17.0
Leicester,Liverpool,5.66,4.04,1.62,H,16.0,17.0
Leicester,Hull,1.85,3.6,4.75,H,16.0,15.0
Leicester,Hull,1.85,3.4,4.8,H,16.0,15.0
Leicester,Hull,1.83,3.6,5.0,H,16.0,15.0
Leicester,Hull,1.91,3.8,5.0,H,16.0,15.0
Leicester,Hull,1.85,3.56,4.62,H,16.0,15.0
Liverpool,Arsenal,2.15,3.6,3.6,H,17.0,0.0
Liverpool,Arsenal,2.15,3.4,3.6,H,17.0,0.0
Liverpool,Arsenal,2.15,3.6,3.6,H,17.0,0.0
Liverpool,Arsenal,2.2,3.62,3.8,H,17.0,0.0
Liverpool,Arsenal,2.11,3.51,3.56,H,17.0,0.0
Man United,Bournemouth,1.25,6.5,15.0,D,19.0,6.0
Man United,Bournemouth,1.25,6.0,13.0,D,19.0,6.0
Man United,Bournemouth,1.25,6.0,13.0,D,19.0,6.0
Man United,Bournemouth,1.28,6.55,17.35,D,19.0,6.0
Man United,Bournemouth,1.25,6.15,12.85,D,19.0,6.0
Stoke,Middlesbrough,1.95,3.4,4.5,H,27.0,20.0
Stoke,Middlesbrough,1.95,3.3,4.5,H,27.0,20.0
Stoke,Middlesbrough,1.93,3.4,4.75,H,27.0,20.0
Stoke,Middlesbrough,2.06,3.4,4.76,H,27.0,20.0
Stoke,Middlesbrough,1.95,3.32,4.43,H,27.0,20.0
Swansea,Burnley,2.0,3.5,4.2,H,29.0,8.0
Swansea,Burnley,2.0,3.4,4.0,H,29.0,8.0
Swansea,Burnley,2.05,3.4,4.1,H,29.0,8.0
Swansea,Burnley,2.11,3.5,4.3,H,29.0,8.0
Swansea,Burnley,2.01,3.36,4.07,H,29.0,8.0
Watford,Southampton,3.6,3.4,2.2,A,31.0,26.0
Watford,Southampton,3.5,3.1,2.3,A,31.0,26.0
Watford,Southampton,3.7,3.3,2.2,A,31.0,26.0
Watford,Southampton,3.7,3.4,2.33,A,31.0,26.0
Watford,Southampton,3.51,3.28,2.22,A,31.0,26.0
West Brom,Crystal Palace,2.2,3.3,3.8,A,32.0,11.0
West Brom,Crystal Palace,2.2,3.1,3.8,A,32.0,11.0
West Brom,Crystal Palace,2.2,3.2,3.75,A,32.0,11.0
West Brom,Crystal Palace,2.28,3.4,3.87,A,32.0,11.0
West Brom,Crystal Palace,2.19,3.21,3.68,A,32.0,11.0
Sunderland,Man City,11.0,6.5,1.29,A,28.0,18.0
Sunderland,Man City,11.0,5.5,1.3,A,28.0,18.0
Sunderland,Man City,10.5,6.0,1.3,A,28.0,18.0
Sunderland,Man City,12.0,6.5,1.33,A,28.0,18.0
Sunderland,Man City,10.54,5.99,1.29,A,28.0,18.0
Tottenham,Everton,1.67,4.2,5.25,H,30.0,12.0
Tottenham,Everton,1.67,3.8,5.5,H,30.0,12.0
Tottenham,Everton,1.65,4.1,5.75,H,30.0,12.0
Tottenham,Everton,1.7,4.2,5.88,H,30.0,12.0
Tottenham,Everton,1.63,4.01,5.58,H,30.0,12.0
West Ham,Chelsea,6.0,4.1,1.62,A,33.0,10.0
West Ham,Chelsea,6.0,4.0,1.62,A,33.0,10.0
West Ham,Chelsea,6.0,4.1,1.62,A,33.0,10.0
West Ham,Chelsea,6.2,4.3,1.67,A,33.0,10.0
West Ham,Chelsea,5.74,4.02,1.62,A,33.0,10.0
Man City,Stoke,1.25,6.5,15.0,D,18.0,27.0
Man City,Stoke,1.25,6.0,13.0,D,18.0,27.0
Man City,Stoke,1.22,6.25,13.0,D,18.0,27.0
Man City,Stoke,1.27,7.35,15.0,D,18.0,27.0
Man City,Stoke,1.23,6.49,12.73,D,18.0,27.0
Bournemouth,West Ham,2.6,3.5,2.8,H,6.0,33.0
Bournemouth,West Ham,2.62,3.3,2.8,H,6.0,33.0
Bournemouth,West Ham,2.63,3.5,2.8,H,6.0,33.0
Bournemouth,West Ham,2.7,3.55,2.88,H,6.0,33.0
Bournemouth,West Ham,2.59,3.38,2.78,H,6.0,33.0
Everton,West Brom,1.67,3.8,6.0,H,12.0,32.0
Everton,West Brom,1.7,3.75,5.5,H,12.0,32.0
Everton,West Brom,1.7,3.75,6.0,H,12.0,32.0
Everton,West Brom,1.7,3.97,6.0,H,12.0,32.0
Everton,West Brom,1.67,3.81,5.61,H,12.0,32.0
Hull,Swansea,2.55,3.3,3.0,H,15.0,29.0
Hull,Swansea,2.6,3.1,3.0,H,15.0,29.0
Hull,Swansea,2.5,3.3,3.1,H,15.0,29.0
Hull,Swansea,2.64,3.35,3.1,H,15.0,29.0
Hull,Swansea,2.52,3.26,2.97,H,15.0,29.0
Liverpool,Burnley,1.25,6.5,14.0,H,17.0,8.0
Liverpool,Burnley,1.25,6.0,13.0,H,17.0,8.0
Liverpool,Burnley,1.22,6.5,15.0,H,17.0,8.0
Liverpool,Burnley,1.26,6.75,15.0,H,17.0,8.0
Liverpool,Burnley,1.24,6.3,13.23,H,17.0,8.0
Bournemouth,Swansea,2.15,3.5,3.6,H,6.0,29.0
Bournemouth,Swansea,2.2,3.3,3.5,H,6.0,29.0
Bournemouth,Swansea,2.2,3.5,3.5,H,6.0,29.0
Bournemouth,Swansea,2.3,3.52,3.7,H,6.0,29.0
Bournemouth,Swansea,2.16,3.41,3.5,H,6.0,29.0
Crystal Palace,Watford,1.91,3.5,4.75,H,11.0,31.0
Crystal Palace,Watford,1.91,3.4,4.5,H,11.0,31.0
Crystal Palace,Watford,1.95,3.5,4.5,H,11.0,31.0
Crystal Palace,Watford,2.0,3.57,4.75,H,11.0,31.0
Crystal Palace,Watford,1.92,3.42,4.39,H,11.0,31.0
Everton,Hull,1.53,4.33,7.0,H,12.0,15.0
Everton,Hull,1.53,4.0,7.0,H,12.0,15.0
Everton,Hull,1.5,4.33,7.5,H,12.0,15.0
Everton,Hull,1.54,4.5,7.53,H,12.0,15.0
Everton,Hull,1.51,4.25,6.81,H,12.0,15.0
Stoke,Chelsea,6.5,4.0,1.62,A,27.0,10.0
Stoke,Chelsea,6.0,4.0,1.62,A,27.0,10.0
Stoke,Chelsea,6.5,4.0,1.62,A,27.0,10.0
Stoke,Chelsea,6.74,4.2,1.66,A,27.0,10.0
Stoke,Chelsea,6.13,3.94,1.6,A,27.0,10.0
Sunderland,Burnley,2.55,3.3,3.0,D,28.0,8.0
Sunderland,Burnley,2.6,3.2,2.88,D,28.0,8.0
Sunderland,Burnley,2.55,3.3,3.0,D,28.0,8.0
Sunderland,Burnley,2.62,3.32,3.1,D,28.0,8.0
Sunderland,Burnley,2.54,3.22,2.95,D,28.0,8.0
West Brom,Arsenal,5.25,4.0,1.73,H,32.0,0.0
West Brom,Arsenal,5.0,3.8,1.73,H,32.0,0.0
West Brom,Arsenal,5.25,4.0,1.7,H,32.0,0.0
West Brom,Arsenal,5.5,4.06,1.76,H,32.0,0.0
West Brom,Arsenal,5.09,3.84,1.71,H,32.0,0.0
West Ham,Leicester,2.3,3.5,3.3,A,33.0,16.0
West Ham,Leicester,2.38,3.3,3.2,A,33.0,16.0
West Ham,Leicester,2.38,3.5,3.2,A,33.0,16.0
West Ham,Leicester,2.38,3.5,3.41,A,33.0,16.0
West Ham,Leicester,2.3,3.39,3.2,A,33.0,16.0
Man City,Liverpool,2.0,3.75,3.8,D,18.0,17.0
Man City,Liverpool,2.0,3.6,3.8,D,18.0,17.0
Man City,Liverpool,1.95,3.75,3.9,D,18.0,17.0
Man City,Liverpool,2.03,3.82,4.1,D,18.0,17.0
Man City,Liverpool,1.97,3.65,3.82,D,18.0,17.0
Middlesbrough,Man United,6.0,3.7,1.7,A,20.0,19.0
Middlesbrough,Man United,5.5,3.6,1.7,A,20.0,19.0
Middlesbrough,Man United,5.75,3.7,1.73,A,20.0,19.0
Middlesbrough,Man United,6.3,3.9,1.75,A,20.0,19.0
Middlesbrough,Man United,5.69,3.67,1.68,A,20.0,19.0
Tottenham,Southampton,1.73,3.8,5.5,H,30.0,26.0
Tottenham,Southampton,1.73,3.6,5.5,H,30.0,26.0
Tottenham,Southampton,1.7,3.9,5.5,H,30.0,26.0
Tottenham,Southampton,1.75,4.0,5.9,H,30.0,26.0
Tottenham,Southampton,1.7,3.81,5.26,H,30.0,26.0
Burnley,Tottenham,5.75,3.8,1.7,A,8.0,30.0
Burnley,Tottenham,5.5,3.75,1.7,A,8.0,30.0
Burnley,Tottenham,5.75,3.9,1.67,A,8.0,30.0
Burnley,Tottenham,6.07,3.95,1.75,A,8.0,30.0
Burnley,Tottenham,5.5,3.78,1.68,A,8.0,30.0
Chelsea,Crystal Palace,1.3,5.75,12.0,A,10.0,11.0
Chelsea,Crystal Palace,1.29,5.5,12.0,A,10.0,11.0
Chelsea,Crystal Palace,1.29,5.75,13.0,A,10.0,11.0
Chelsea,Crystal Palace,1.31,6.0,13.87,A,10.0,11.0
Chelsea,Crystal Palace,1.28,5.54,12.13,A,10.0,11.0
Hull,West Ham,2.45,3.4,3.1,H,15.0,33.0
Hull,West Ham,2.5,3.3,3.0,H,15.0,33.0
Hull,West Ham,2.45,3.5,3.0,H,15.0,33.0
Hull,West Ham,2.56,3.5,3.1,H,15.0,33.0
Hull,West Ham,2.45,3.33,2.98,H,15.0,33.0
Leicester,Stoke,2.05,3.5,4.0,H,16.0,27.0
Leicester,Stoke,2.05,3.4,3.8,H,16.0,27.0
Leicester,Stoke,2.05,3.5,3.9,H,16.0,27.0
Leicester,Stoke,2.1,3.55,4.1,H,16.0,27.0
Leicester,Stoke,2.04,3.44,3.83,H,16.0,27.0
Liverpool,Everton,1.73,3.9,5.25,H,17.0,12.0
Liverpool,Everton,1.73,3.8,5.0,H,17.0,12.0
Liverpool,Everton,1.7,4.0,5.25,H,17.0,12.0
Liverpool,Everton,1.75,4.15,5.35,H,17.0,12.0
Liverpool,Everton,1.7,3.94,4.99,H,17.0,12.0
Man United,West Brom,1.36,5.0,11.0,D,19.0,32.0
Man United,West Brom,1.36,5.0,9.0,D,19.0,32.0
Man United,West Brom,1.36,5.0,11.0,D,19.0,32.0
Man United,West Brom,1.4,5.5,11.0,D,19.0,32.0
Man United,West Brom,1.36,4.9,9.83,D,19.0,32.0
Southampton,Bournemouth,1.65,4.0,6.0,D,26.0,6.0
Southampton,Bournemouth,1.62,4.2,5.5,D,26.0,6.0
Southampton,Bournemouth,1.62,4.0,5.75,D,26.0,6.0
Southampton,Bournemouth,1.69,4.2,6.0,D,26.0,6.0
Southampton,Bournemouth,1.64,3.99,5.52,D,26.0,6.0
Watford,Sunderland,1.85,3.6,4.75,H,31.0,28.0
Watford,Sunderland,1.85,3.6,4.5,H,31.0,28.0
Watford,Sunderland,1.85,3.6,4.8,H,31.0,28.0
Watford,Sunderland,1.91,3.67,4.86,H,31.0,28.0
Watford,Sunderland,1.84,3.56,4.57,H,31.0,28.0
Arsenal,Man City,3.1,3.75,2.3,D,0.0,18.0
Arsenal,Man City,3.1,3.5,2.3,D,0.0,18.0
Arsenal,Man City,3.13,3.75,2.25,D,0.0,18.0
Arsenal,Man City,3.25,3.82,2.41,D,0.0,18.0
Arsenal,Man City,3.08,3.62,2.26,D,0.0,18.0
Swansea,Middlesbrough,2.0,3.4,4.33,D,29.0,20.0
Swansea,Middlesbrough,1.95,3.5,4.2,D,29.0,20.0
Swansea,Middlesbrough,1.93,3.5,4.5,D,29.0,20.0
Swansea,Middlesbrough,2.06,3.5,4.5,D,29.0,20.0
Swansea,Middlesbrough,1.97,3.39,4.2,D,29.0,20.0
Burnley,Stoke,2.5,3.1,3.3,H,8.0,27.0
Burnley,Stoke,2.5,3.1,3.1,H,8.0,27.0
Burnley,Stoke,2.5,3.1,3.3,H,8.0,27.0
Burnley,Stoke,2.55,3.3,3.42,H,8.0,27.0
Burnley,Stoke,2.45,3.1,3.23,H,8.0,27.0
Leicester,Sunderland,1.45,4.5,8.5,H,16.0,28.0
Leicester,Sunderland,1.44,4.33,8.5,H,16.0,28.0
Leicester,Sunderland,1.45,4.5,8.5,H,16.0,28.0
Leicester,Sunderland,1.5,4.7,8.92,H,16.0,28.0
Leicester,Sunderland,1.45,4.5,7.85,H,16.0,28.0
Man United,Everton,1.57,4.2,6.5,D,19.0,12.0
Man United,Everton,1.57,4.0,6.5,D,19.0,12.0
Man United,Everton,1.57,4.2,6.5,D,19.0,12.0
Man United,Everton,1.61,4.3,6.8,D,19.0,12.0
Man United,Everton,1.57,4.11,6.32,D,19.0,12.0
Watford,West Brom,2.5,3.2,3.2,H,31.0,32.0
Watford,West Brom,2.5,3.1,3.1,H,31.0,32.0
Watford,West Brom,2.5,3.2,3.2,H,31.0,32.0
Watford,West Brom,2.56,3.3,3.3,H,31.0,32.0
Watford,West Brom,2.49,3.14,3.13,H,31.0,32.0
Arsenal,West Ham,1.4,5.25,8.0,H,0.0,33.0
Arsenal,West Ham,1.4,5.0,8.0,H,0.0,33.0
Arsenal,West Ham,1.36,5.25,8.0,H,0.0,33.0
Arsenal,West Ham,1.43,5.35,8.72,H,0.0,33.0
Arsenal,West Ham,1.39,5.11,7.7,H,0.0,33.0
Chelsea,Man City,2.4,3.5,3.1,H,10.0,18.0
Chelsea,Man City,2.4,3.3,3.1,H,10.0,18.0
Chelsea,Man City,2.38,3.5,3.13,H,10.0,18.0
Chelsea,Man City,2.45,3.56,3.3,H,10.0,18.0
Chelsea,Man City,2.37,3.41,3.05,H,10.0,18.0
Hull,Middlesbrough,2.05,3.3,4.2,H,15.0,20.0
Hull,Middlesbrough,2.05,3.2,4.2,H,15.0,20.0
Hull,Middlesbrough,2.1,3.3,4.1,H,15.0,20.0
Hull,Middlesbrough,2.2,3.5,4.3,H,15.0,20.0
Hull,Middlesbrough,2.05,3.27,4.04,H,15.0,20.0
Liverpool,Bournemouth,1.36,5.25,9.5,D,17.0,6.0
Liverpool,Bournemouth,1.36,5.0,9.0,D,17.0,6.0
Liverpool,Bournemouth,1.36,5.25,9.0,D,17.0,6.0
Liverpool,Bournemouth,1.43,5.5,9.5,D,17.0,6.0
Liverpool,Bournemouth,1.38,5.1,8.25,D,17.0,6.0
Southampton,Crystal Palace,1.83,3.7,4.75,H,26.0,11.0
Southampton,Crystal Palace,1.83,3.5,4.8,H,26.0,11.0
Southampton,Crystal Palace,1.85,3.6,4.8,H,26.0,11.0
Southampton,Crystal Palace,1.91,3.7,4.86,H,26.0,11.0
Southampton,Crystal Palace,1.83,3.56,4.67,H,26.0,11.0
Swansea,Tottenham,5.0,4.0,1.73,A,29.0,30.0
Swansea,Tottenham,5.0,3.8,1.73,A,29.0,30.0
Swansea,Tottenham,5.4,4.0,1.7,A,29.0,30.0
Swansea,Tottenham,5.35,4.0,1.8,A,29.0,30.0
Swansea,Tottenham,5.04,3.82,1.72,A,29.0,30.0
Bournemouth,Chelsea,6.5,4.0,1.6,A,6.0,10.0
Bournemouth,Chelsea,6.0,3.6,1.62,A,6.0,10.0
Bournemouth,Chelsea,6.5,4.2,1.57,A,6.0,10.0
Bournemouth,Chelsea,6.74,4.3,1.63,A,6.0,10.0
Bournemouth,Chelsea,6.2,4.02,1.58,A,6.0,10.0
Man City,Hull,1.2,7.5,17.0,H,18.0,15.0
Man City,Hull,1.22,6.0,13.0,H,18.0,15.0
Man City,Hull,1.2,7.5,17.0,H,18.0,15.0
Man City,Hull,1.22,7.6,18.32,H,18.0,15.0
Man City,Hull,1.2,7.13,14.5,H,18.0,15.0
Middlesbrough,Burnley,2.45,3.1,3.4,D,20.0,8.0
Middlesbrough,Burnley,2.4,3.0,3.2,D,20.0,8.0
Middlesbrough,Burnley,2.45,3.13,3.4,D,20.0,8.0
Middlesbrough,Burnley,2.5,3.3,3.45,D,20.0,8.0
Middlesbrough,Burnley,2.42,3.12,3.24,D,20.0,8.0
Stoke,Liverpool,4.0,3.75,1.95,A,27.0,17.0
Stoke,Liverpool,4.0,3.4,1.95,A,27.0,17.0
Stoke,Liverpool,4.1,3.7,1.95,A,27.0,17.0
Stoke,Liverpool,4.4,3.8,2.02,A,27.0,17.0
Stoke,Liverpool,4.0,3.61,1.94,A,27.0,17.0
Tottenham,Watford,1.25,6.5,15.0,H,30.0,31.0
Tottenham,Watford,1.25,5.5,12.0,H,30.0,31.0
Tottenham,Watford,1.22,6.5,18.0,H,30.0,31.0
Tottenham,Watford,1.3,6.74,18.0,H,30.0,31.0
Tottenham,Watford,1.24,6.1,13.34,H,30.0,31.0
West Brom,Southampton,3.0,3.3,2.55,A,32.0,26.0
West Brom,Southampton,2.8,3.1,2.6,A,32.0,26.0
West Brom,Southampton,2.9,3.25,2.63,A,32.0,26.0
West Brom,Southampton,3.2,3.31,2.63,A,32.0,26.0
West Brom,Southampton,3.0,3.2,2.5,A,32.0,26.0
West Ham,Swansea,2.1,3.6,3.7,H,33.0,29.0
West Ham,Swansea,2.1,3.3,3.5,H,33.0,29.0
West Ham,Swansea,2.1,3.6,3.7,H,33.0,29.0
West Ham,Swansea,2.17,3.62,3.92,H,33.0,29.0
West Ham,Swansea,2.09,3.47,3.61,H,33.0,29.0
Everton,Leicester,1.75,3.9,5.0,H,12.0,16.0
Everton,Leicester,1.75,3.5,5.0,H,12.0,16.0
Everton,Leicester,1.73,3.8,5.25,H,12.0,16.0
Everton,Leicester,1.79,3.98,5.35,H,12.0,16.0
Everton,Leicester,1.73,3.78,4.95,H,12.0,16.0
Sunderland,Man United,10.0,5.25,1.36,A,28.0,19.0
Sunderland,Man United,10.0,4.5,1.36,A,28.0,19.0
Sunderland,Man United,8.5,5.25,1.3,A,28.0,19.0
Sunderland,Man United,11.0,5.32,1.4,A,28.0,19.0
Sunderland,Man United,9.93,5.01,1.34,A,28.0,19.0
Crystal Palace,Arsenal,4.5,3.9,1.83,H,11.0,0.0
Crystal Palace,Arsenal,4.33,3.5,1.83,H,11.0,0.0
Crystal Palace,Arsenal,4.4,3.9,1.83,H,11.0,0.0
Crystal Palace,Arsenal,5.0,4.0,1.85,H,11.0,0.0
Crystal Palace,Arsenal,4.33,3.8,1.81,H,11.0,0.0
Crystal Palace,Leicester,1.73,3.6,4.75,D,11.0,16.0
Crystal Palace,Leicester,1.8,3.6,4.5,D,11.0,16.0
Crystal Palace,Leicester,1.75,3.8,5.2,D,11.0,16.0
Crystal Palace,Leicester,1.84,3.85,5.2,D,11.0,16.0
Crystal Palace,Leicester,1.77,3.7,4.76,D,11.0,16.0
Everton,Burnley,1.4,4.5,8.0,H,12.0,8.0
Everton,Burnley,1.44,4.33,7.5,H,12.0,8.0
Everton,Burnley,1.45,4.6,8.5,H,12.0,8.0
Everton,Burnley,1.48,4.82,8.67,H,12.0,8.0
Everton,Burnley,1.44,4.49,7.81,H,12.0,8.0
Southampton,Man City,4.33,4.0,1.73,A,26.0,18.0
Southampton,Man City,4.4,3.8,1.75,A,26.0,18.0
Southampton,Man City,4.5,4.0,1.8,A,26.0,18.0
Southampton,Man City,5.0,4.1,1.82,A,26.0,18.0
Southampton,Man City,4.45,3.91,1.77,A,26.0,18.0
Stoke,Hull,1.95,3.3,4.0,H,27.0,15.0
Stoke,Hull,2.0,3.4,3.8,H,27.0,15.0
Stoke,Hull,2.0,3.4,4.33,H,27.0,15.0
Stoke,Hull,2.04,3.54,4.35,H,27.0,15.0
Stoke,Hull,1.97,3.4,4.1,H,27.0,15.0
Sunderland,West Ham,3.3,3.25,2.2,D,28.0,33.0
Sunderland,West Ham,3.1,3.4,2.25,D,28.0,33.0
Sunderland,West Ham,3.3,3.5,2.3,D,28.0,33.0
